Mn=257 den=1 sgn=-1 N=250 J=56 psi=-17679/25000 u250=-273717/1000000 d250=3231/250000000 r250=-346569/5000000 k250=226
1 k=0 r=17679/100000 delta=1/1000000000 v=76021/100000
2 k=28 r=1822993/2500000 delta=13/1000000 v=-487419/500000
3 k=45 r=191981/2500000 delta=521/40000000 v=953193/1000000
4 k=57 r=-1445943/5000000 delta=13011/1000000000 v=402313/1000000
5 k=66 r=-893793/10000000 delta=101/7812500 v=936769/1000000
6 k=73 r=1573007/2500000 delta=12877/1000000000 v=-811091/1000000
7 k=80 r=-462189/1000000 delta=3219/250000000 v=-137197/500000
8 k=85 r=1316109/5000000 delta=12891/1000000000 v=99013/200000
9 k=90 r=-232021/10000000 delta=2591/200000000 v=62231/62500
10 k=94 r=4630247/10000000 delta=13027/1000000000 v=-277607/1000000
11 k=98 r=1517599/5000000 delta=2581/200000000 v=873/2500
12 k=102 r=-3891831/10000000 delta=12969/1000000000 v=14063/1000000
13 k=105 r=205857/5000000 delta=3237/250000000 v=98647/100000
14 k=108 r=451107/5000000 delta=6513/500000000 v=29237/31250
15 k=111 r=-1893737/10000000 delta=6449/500000000 v=4541/6250
16 k=114 r=-7551641/10000000 delta=12983/1000000000 v=-124087/125000
17 k=116 r=-8131/5000000 delta=12969/1000000000 v=999979/1000000
18 k=118 r=1323021/2500000 delta=12949/1000000000 v=-103861/200000
19 k=121 r=-709363/1000000 delta=1287/100000000 v=-190821/200000
20 k=123 r=-5553611/10000000 delta=2597/200000000 v=-302851/500000
21 k=125 r=-2810917/5000000 delta=12999/1000000000 v=-156797/250000
22 k=127 r=-7148661/10000000 delta=1289/100000000 v=-192093/200000
23 k=128 r=5703657/10000000 delta=12983/1000000000 v=-652339/1000000
24 k=130 r=816137/5000000 delta=2587/200000000 v=9929/12500
25 k=132 r=-1777759/5000000 delta=6477/500000000 v=148043/1000000
26 k=133 r=5935819/10000000 delta=3239/250000000 v=-179953/250000
27 k=135 r=-246393/2000000 delta=12871/1000000000 v=440509/500000
28 k=136 r=6426319/10000000 delta=6439/500000000 v=-420663/500000
29 k=138 r=-2443447/10000000 delta=203/15625000 v=279599/500000
30 k=139 r=3630303/10000000 delta=1613/125000000 v=118397/1000000
31 k=141 r=-6718113/10000000 delta=12989/1000000000 v=-224637/250000
32 k=142 r=-126721/625000 delta=12921/1000000000 v=688763/1000000
33 k=143 r=1017627/5000000 delta=3257/250000000 v=343261/500000
34 k=144 r=5507843/10000000 delta=2587/200000000 v=-118207/200000
35 k=146 r=-1456723/2000000 delta=12853/1000000000 v=-974087/1000000
36 k=147 r=-195671/400000 delta=12857/1000000000 v=-188203/500000
37 k=148 r=-2995881/10000000 delta=12939/1000000000 v=363893/1000000
38 k=149 r=-784763/5000000 delta=1629/125000000 v=202329/250000
39 k=150 r=-58823/1000000 delta=6439/500000000 v=486223/500000
40 k=151 r=-29507/10000000 delta=12917/1000000000 v=99993/100000
41 k=152 r=5101/400000 delta=1301/100000000 v=998699/1000000
42 k=153 r=-9773/1000000 delta=12903/1000000000 v=249809/250000
43 k=154 r=-687347/10000000 delta=403/31250000 v=481221/500000
44 k=155 r=-406139/2500000 delta=6507/500000000 v=796191/1000000
45 k=156 r=-1446873/5000000 delta=12981/1000000000 v=12551/31250
46 k=157 r=-2240133/5000000 delta=6487/500000000 v=-54877/250000
47 k=158 r=-6370431/10000000 delta=1617/125000000 v=-829033/1000000
48 k=158 r=3578189/5000000 delta=12967/1000000000 v=-24033/25000
49 k=159 r=4696251/10000000 delta=643/50000000 v=-302871/1000000
50 k=160 r=1968587/10000000 delta=259/20000000 v=141133/200000
51 k=161 r=-508103/5000000 delta=12857/1000000000 v=918517/1000000
52 k=162 r=-106201/250000 delta=2573/200000000 v=-128067/1000000
53 k=163 r=-1543507/2000000 delta=12931/1000000000 v=-998511/1000000
54 k=163 r=4292139/10000000 delta=13031/1000000000 v=-145541/1000000
55 k=164 r=373473/10000000 delta=12879/1000000000 v=494431/500000
56 k=165 r=-939401/2500000 delta=6443/500000000 v=67703/1000000
57 k=165 r=7614389/10000000 delta=6443/500000000 v=-995411/1000000
58 k=166 r=3080657/10000000 delta=1291/100000000 v=41513/125000
59 k=167 r=-822077/5000000 delta=129/10000000 v=12366/15625
60 k=168 r=-1638389/2500000 delta=2599/200000000 v=-173547/200000
61 k=168 r=101663/250000 delta=813/62500000 v=-55783/1000000
62 k=169 r=-149259/1250000 delta=2603/200000000 v=888087/1000000
63 k=170 r=-6621779/10000000 delta=12981/1000000000 v=-880973/1000000
64 k=170 r=437063/1250000 delta=12881/1000000000 v=34269/200000
65 k=171 r=-2250011/10000000 delta=6487/500000000 v=621607/1000000
66 k=171 r=3779679/5000000 delta=6437/500000000 v=-124133/125000
67 k=172 r=756623/5000000 delta=3259/250000000 v=205583/250000
68 k=173 r=-292251/625000 delta=12859/1000000000 v=-73787/250000
