Mn=470 den=1 sgn=1 N=900 eps=10000 J=124 psi=-100671/200000 u900=-4903/10000 d900=23647/1000000000 r900=-256217/2000000 k900=509
1 k=0 r=314597/2500000 delta=201/1000000000 v=875969/1000000
2 k=52 r=-1107801/10000000 delta=943/40000000 v=451709/500000
3 k=82 r=4074793/10000000 delta=23613/1000000000 v=-29543/500000
4 k=104 r=-3473931/10000000 delta=5887/250000000 v=90117/500000
5 k=120 r=7392387/10000000 delta=23663/1000000000 v=-983003/1000000
6 k=134 r=1708663/10000000 delta=23639/1000000000 v=775389/1000000
7 k=146 r=-5659823/10000000 delta=473/20000000 v=-12779/20000
8 k=156 r=-5840061/10000000 delta=11761/500000000 v=-346351/500000
9 k=164 r=3445629/5000000 delta=23579/1000000000 v=-185353/200000
10 k=172 r=5026139/10000000 delta=23567/1000000000 v=-425631/1000000
11 k=179 r=7059881/10000000 delta=369/15625000 v=-37999/40000
12 k=186 r=-657467/10000000 delta=11833/500000000 v=482809/500000
13 k=192 r=-427537/5000000 delta=23623/1000000000 v=235519/250000
14 k=197 r=768201/1000000 delta=5879/250000000 v=-199527/200000
15 k=203 r=-687389/1250000 delta=23559/1000000000 v=-294107/500000
16 k=207 r=1875443/2500000 delta=4723/200000000 v=-247523/250000
17 k=212 r=195861/10000000 delta=5881/250000000 v=996933/1000000
18 k=216 r=565641/1250000 delta=46/1953125 v=-236979/1000000
19 k=220 r=1044447/2000000 delta=23581/1000000000 v=-123807/250000
20 k=224 r=2660009/10000000 delta=23593/1000000000 v=7584/15625
21 k=228 r=-2843359/10000000 delta=4713/200000000 v=420007/1000000
22 k=231 r=4693751/10000000 delta=23643/1000000000 v=-150959/500000
23 k=235 r=-5907237/10000000 delta=11807/500000000 v=-711829/1000000
24 k=238 r=-3023597/10000000 delta=23693/1000000000 v=44193/125000
25 k=241 r=-545409/2500000 delta=1477/62500000 v=128559/200000
26 k=244 r=-805301/2500000 delta=473/20000000 v=278579/1000000
27 k=247 r=-6000241/10000000 delta=2941/125000000 v=-737459/1000000
28 k=249 r=132897/250000 delta=11757/500000000 v=-105483/200000
29 k=252 r=-143933/2500000 delta=23611/1000000000 v=1217/1250
30 k=254 r=1960651/2500000 delta=189/8000000 v=-99999/100000
31 k=257 r=-376577/5000000 delta=2957/125000000 v=954963/1000000
32 k=259 r=2567821/5000000 delta=11821/500000000 v=-232423/500000
33 k=262 r=-5831617/10000000 delta=23683/1000000000 v=-345131/500000
34 k=264 r=-2170269/10000000 delta=11753/500000000 v=10098/15625
35 k=266 r=474117/10000000 delta=23511/1000000000 v=982071/1000000
36 k=268 r=1079499/5000000 delta=11763/500000000 v=324853/500000
37 k=270 r=45889/156250 delta=23663/1000000000 v=192883/500000
38 k=272 r=571221/2000000 delta=11777/500000000 v=207687/500000
39 k=274 r=1961391/10000000 delta=23569/1000000000 v=353851/500000
40 k=276 r=293879/10000000 delta=1181/50000000 v=993099/1000000
41 k=278 r=-1054121/5000000 delta=23597/1000000000 v=166251/250000
42 k=280 r=-5209489/10000000 delta=23591/1000000000 v=-490793/1000000
43 k=281 r=1346177/2000000 delta=5921/250000000 v=-450389/500000
44 k=283 r=2327621/10000000 delta=2367/100000000 v=596993/1000000
45 k=285 r=-536553/2000000 delta=5887/250000000 v=477397/1000000
46 k=286 r=7434479/10000000 delta=5887/250000000 v=-492977/500000
47 k=288 r=257691/2000000 delta=11767/500000000 v=174021/200000
48 k=290 r=-2694863/5000000 delta=5921/250000000 v=-276139/500000
49 k=291 r=312987/1000000 delta=5903/250000000 v=313473/1000000
50 k=293 r=-2273883/5000000 delta=4721/200000000 v=-122883/500000
51 k=294 r=120493/400000 delta=23691/1000000000 v=178879/500000
52 k=296 r=-2793667/5000000 delta=5919/250000000 v=-30819/50000
53 k=297 r=543169/5000000 delta=23569/1000000000 v=453533/500000
54 k=298 r=917699/1250000 delta=11831/500000000 v=-97907/100000
55 k=300 r=-1257071/5000000 delta=739/31250000 v=267767/500000
56 k=301 r=2949633/10000000 delta=23663/1000000000 v=381061/1000000
57 k=303 r=-479329/625000 delta=11763/500000000 v=-124659/125000
58 k=304 r=-1470931/5000000 delta=737/31250000 v=383933/1000000
59 k=305 r=287219/2000000 delta=23691/1000000000 v=419749/500000
60 k=306 r=2738237/5000000 delta=11799/500000000 v=-580867/1000000
61 k=308 r=-260701/400000 delta=23613/1000000000 v=-860481/1000000
62 k=309 r=-3119401/10000000 delta=147/6250000 v=317447/1000000
63 k=310 r=-13447/5000000 delta=23627/1000000000 v=499971/500000
64 k=311 r=553879/2000000 delta=11767/500000000 v=446669/1000000
65 k=312 r=5278867/10000000 delta=11821/500000000 v=-25739/50000
66 k=313 r=938777/1250000 delta=23549/1000000000 v=-990561/1000000
67 k=315 r=-3118089/5000000 delta=23563/1000000000 v=-797823/1000000
68 k=316 r=-4536399/10000000 delta=23533/1000000000 v=-60339/250000
69 k=317 r=-772693/2500000 delta=23577/1000000000 v=65657/200000
70 k=318 r=-1892013/10000000 delta=11759/500000000 v=727033/1000000
