Mn=4323 den=8 sgn=-1 N=3980 eps=10000 tight8=1 J=149 psi=-25119/250000 u3980=-582847/1000000 d3980=579/200000000 r3980=-155557/1000000 k3980=713
1 k=0 r=25119/1000000 delta=1/1000000000 v=994957/1000000
2 k=60 r=-182129/312500 delta=2707/100000000 v=-689251/1000000
3 k=95 r=-3924417/5000000 delta=3379/125000000 v=-499999/500000
4 k=119 r=760117/2000000 delta=27193/1000000000 v=50541/1000000
5 k=138 r=340117/500000 delta=1359/50000000 v=-912821/1000000
6 k=154 r=1779879/10000000 delta=6783/250000000 v=23659/31250
7 k=167 r=2912159/5000000 delta=27213/1000000000 v=-344073/500000
8 k=179 r=-1139333/5000000 delta=1689/62500000 v=612587/1000000
9 k=189 r=-240827/10000000 delta=27071/1000000000 v=248841/250000
10 k=198 r=361477/5000000 delta=3381/125000000 v=479239/500000
11 k=206 r=3817371/10000000 delta=1353/50000000 v=21917/500000
12 k=214 r=-1074843/2500000 delta=13539/500000000 v=-74201/500000
13 k=221 r=-612243/1000000 delta=1357/50000000 v=-30783/40000
14 k=227 r=-254933/10000000 delta=6761/250000000 v=198961/200000
15 k=233 r=-1297617/10000000 delta=27091/1000000000 v=217073/250000
16 k=238 r=7350047/10000000 delta=6787/250000000 v=-979753/1000000
17 k=244 r=-4997687/10000000 delta=13583/500000000 v=-83061/200000
18 k=249 r=-3160039/5000000 delta=27139/1000000000 v=-817603/1000000
19 k=253 r=3889477/10000000 delta=2711/100000000 v=3001/200000
20 k=258 r=-5356297/10000000 delta=13581/500000000 v=-541081/1000000
21 k=262 r=-2275639/10000000 delta=13529/500000000 v=76693/125000
22 k=266 r=-2261879/10000000 delta=27211/1000000000 v=617881/1000000
23 k=270 r=-5042129/10000000 delta=13513/500000000 v=-43141/100000
24 k=273 r=5329341/10000000 delta=27087/1000000000 v=-265991/500000
25 k=277 r=-1177271/5000000 delta=1087/40000000 v=3677/6250
26 k=280 r=3506283/10000000 delta=1689/62500000 v=16749/100000
27 k=283 r=368359/500000 delta=27133/1000000000 v=-490551/500000
28 k=287 r=-791773/1250000 delta=13583/500000000 v=-410419/500000
29 k=290 r=-75649/125000 delta=27159/1000000000 v=-375631/500000
30 k=293 r=-3688501/5000000 delta=13609/500000000 v=-490927/500000
31 k=295 r=5504177/10000000 delta=27219/1000000000 v=-589851/1000000
32 k=298 r=317699/2500000 delta=13531/500000000 v=218391/250000
33 k=301 r=-856517/2000000 delta=543/20000000 v=-141759/1000000
34 k=303 r=185241/400000 delta=27151/1000000000 v=-138953/500000
35 k=306 r=-833141/2500000 delta=13571/500000000 v=235537/1000000
36 k=308 r=661727/2000000 delta=1081/40000000 v=61207/250000
37 k=311 r=-3400459/5000000 delta=13561/500000000 v=-912589/1000000
38 k=313 r=-2189773/10000000 delta=27161/1000000000 v=640299/1000000
39 k=315 r=1485577/10000000 delta=27077/1000000000 v=828579/1000000
40 k=317 r=133513/312500 delta=13519/500000000 v=-137731/1000000
41 k=319 r=6214649/10000000 delta=6773/250000000 v=-792601/1000000
42 k=321 r=3676537/5000000 delta=13553/500000000 v=-489997/500000
