Mn=622 den=1 sgn=1 N=4000 eps=10000 J=178 psi=-721833/1000000 u4000=4512577/5000000 d4000=46673/5000000000 r4000=45023/160000 k4000=821
1 k=0 r=721833/4000000 delta=1/10000000000 v=3752979/5000000
2 k=69 r=-42010647/100000000 delta=62231/2000000000 v=-1094101/10000000
3 k=109 r=-404273/2000000 delta=38897/1250000000 v=1726377/2500000
4 k=137 r=5501329/10000000 delta=62233/2000000000 v=-1472327/2500000
5 k=159 r=69144351/100000000 delta=155593/5000000000 v=-372083/400000
6 k=177 r=4800643/6250000 delta=155547/5000000000 v=-9976079/10000000
7 k=193 r=-788409/2000000 delta=62229/2000000000 v=-7527/1250000
8 k=206 r=-1260601/25000000 delta=311191/10000000000 v=4898641/5000000
9 k=218 r=-58472347/100000000 delta=6223/200000000 v=-3473841/5000000
10 k=228 r=4543551/50000000 delta=311171/10000000000 v=4673319/5000000
11 k=237 r=77444017/100000000 delta=155593/5000000000 v=-1998079/2000000
12 k=246 r=16754593/100000000 delta=15557/500000000 v=1959269/2500000
13 k=254 r=4781517/100000000 delta=155519/5000000000 v=4908827/5000000
14 k=261 r=1800109/3125000 delta=311063/10000000000 v=-1673393/2500000
15 k=268 r=15442827/50000000 delta=7779/250000000 v=3291187/10000000
16 k=275 r=-65098099/100000000 delta=62229/2000000000 v=-171781/200000
17 k=281 r=-12972673/20000000 delta=38897/1250000000 v=-1708117/2000000
18 k=286 r=38551591/100000000 delta=77767/2500000000 v=287287/10000000
19 k=292 r=-12636249/20000000 delta=311037/10000000000 v=-2042881/2500000
20 k=297 r=-50968593/100000000 delta=2489/80000000 v=-4510553/10000000
21 k=302 r=-77679147/100000000 delta=311119/10000000000 v=-399763/400000
22 k=306 r=17388323/100000000 delta=311171/10000000000 v=7677123/10000000
23 k=311 r=-76784351/100000000 delta=311073/10000000000 v=-9975357/10000000
24 k=315 r=-21650551/50000000 delta=155593/5000000000 v=-1605499/10000000
25 k=319 r=-9209383/25000000 delta=4861/156250000 v=121427/1250000
26 k=323 r=-27637089/50000000 delta=311011/10000000000 v=-1493331/2500000
27 k=326 r=60348589/100000000 delta=311007/10000000000 v=-7467401/10000000
28 k=330 r=-2452207/100000000 delta=311109/10000000000 v=2487983/2500000
29 k=333 r=7197861/10000000 delta=311093/10000000000 v=-9657577/10000000
30 k=337 r=-5834319/20000000 delta=311197/10000000000 v=1965187/5000000
31 k=340 r=9472451/100000000 delta=311191/10000000000 v=1161341/1250000
32 k=343 r=15962919/50000000 delta=38897/1250000000 v=2895559/10000000
33 k=346 r=979633/2500000 delta=7779/250000000 v=6767/2000000
34 k=349 r=8040143/25000000 delta=62229/2000000000 v=2805561/10000000
35 k=352 r=11677299/100000000 delta=311129/10000000000 v=1785763/2000000
36 k=355 r=-2688013/12500000 delta=155557/5000000000 v=6523131/10000000
37 k=358 r=-8336069/12500000 delta=311099/10000000000 v=-1779453/2000000
38 k=360 r=33842693/100000000 delta=38881/1250000000 v=17231/80000
39 k=363 r=-1673859/5000000 delta=311063/10000000000 v=2296413/10000000
40 k=365 r=2878459/6250000 delta=77799/2500000000 v=-670243/2500000
41 k=368 r=-5151703/12500000 delta=311181/10000000000 v=-776703/10000000
42 k=370 r=19344791/100000000 delta=311037/10000000000 v=357633/500000
43 k=372 r=71084801/100000000 delta=31111/1000000000 v=-9558667/10000000
