Mn=393 den=1 sgn=1 N=900 eps=10000 J=98 psi=15827/200000 u900=46247/200000 d900=397/20000000 r900=1454123/2000000 k900=425
1 k=0 r=-98919/5000000 delta=201/1000000000 v=99687/100000
2 k=43 r=5376817/10000000 delta=1971/100000000 v=-273983/500000
3 k=69 r=-4660767/10000000 delta=19797/1000000000 v=-144657/500000
4 k=87 r=-4756443/10000000 delta=19677/1000000000 v=-325727/1000000
5 k=101 r=-2714671/5000000 delta=309/15625000 v=-282709/500000
6 k=112 r=57121/625000 delta=19697/1000000000 v=933919/1000000
7 k=122 r=-2356317/5000000 delta=9863/500000000 v=-30911/100000
8 k=130 r=818261/10000000 delta=3967/200000000 v=29591/31250
9 k=137 r=1316863/2000000 delta=9859/500000000 v=-109223/125000
10 k=144 r=9079/625000 delta=3967/200000000 v=124789/125000
11 k=150 r=-92049/2000000 delta=793/40000000 v=491551/500000
12 k=155 r=20277/31250 delta=9907/500000000 v=-854537/1000000
13 k=160 r=823847/1250000 delta=19653/1000000000 v=-437519/500000
14 k=165 r=86207/1000000 delta=9893/500000000 v=470567/500000
15 k=169 r=5815741/10000000 delta=3943/200000000 v=-685653/1000000
16 k=173 r=1598241/2500000 delta=19659/1000000000 v=-834039/1000000
17 k=177 r=156239/500000 delta=19831/1000000000 v=157703/500000
18 k=181 r=-709789/2000000 delta=9901/500000000 v=150643/1000000
19 k=184 r=244819/1000000 delta=19823/1000000000 v=69703/125000
20 k=187 r=5719967/10000000 delta=19659/1000000000 v=-65727/100000
21 k=190 r=6532449/10000000 delta=9883/500000000 v=-863507/1000000
22 k=193 r=5114459/10000000 delta=19687/1000000000 v=-457327/1000000
23 k=196 r=1664463/10000000 delta=19809/1000000000 v=12288/15625
24 k=199 r=-182231/500000 delta=1973/100000000 v=28177/250000
25 k=201 r=1261767/2500000 delta=9879/500000000 v=-54149/125000
26 k=204 r=-885621/2500000 delta=19737/1000000000 v=153197/1000000
27 k=206 r=1060717/5000000 delta=19823/1000000000 v=330527/500000
28 k=208 r=6436773/10000000 delta=4927/250000000 v=-843579/1000000
29 k=211 r=-3104957/5000000 delta=2477/125000000 v=-158289/200000
30 k=213 r=-4317617/10000000 delta=19731/1000000000 v=-31123/200000
31 k=215 r=-3517467/10000000 delta=9829/500000000 v=81539/500000
32 k=217 r=-467537/1250000 delta=617/31250000 v=74609/1000000
33 k=219 r=-7877/16000 delta=9887/500000000 v=-193997/500000
34 k=221 r=-7008479/10000000 delta=4947/250000000 v=-943353/1000000
35 k=222 r=90059/156250 delta=4927/250000000 v=-5363/8000
36 k=224 r=2025759/10000000 delta=1971/100000000 v=689279/1000000
37 k=226 r=-49413/200000 delta=4931/250000000 v=8596/15625
38 k=228 r=-768507/1000000 delta=9869/500000000 v=-498859/500000
39 k=229 r=425579/2000000 delta=19757/1000000000 v=659113/1000000
40 k=231 r=-4413293/10000000 delta=19743/1000000000 v=-12081/62500
41 k=232 r=4139223/10000000 delta=4959/250000000 v=-84791/1000000
42 k=234 r=-3600811/10000000 delta=9841/500000000 v=65051/500000
43 k=235 r=1904971/5000000 delta=19689/1000000000 v=23401/500000
44 k=237 r=-5018801/10000000 delta=197/10000000 v=-422973/1000000
45 k=238 r=676381/5000000 delta=1971/100000000 v=42857/50000
46 k=239 r=1809767/2500000 delta=19717/1000000000 v=-969903/1000000
47 k=241 r=-3046919/10000000 delta=19671/1000000000 v=344803/1000000
48 k=242 r=1930083/10000000 delta=4941/250000000 v=358247/500000
49 k=243 r=1620121/2500000 delta=19657/1000000000 v=-426419/500000
50 k=245 r=-317887/625000 delta=19843/1000000000 v=-447243/1000000
51 k=246 r=-13381/100000 delta=2471/125000000 v=430073/500000
52 k=247 r=101611/500000 delta=791/40000000 v=171851/250000
53 k=248 r=5039113/10000000 delta=9841/500000000 v=-430321/1000000
54 k=249 r=3848069/5000000 delta=19689/1000000000 v=-998007/1000000
55 k=251 r=-2845899/5000000 delta=19699/1000000000 v=-20273/31250
56 k=252 r=-739317/2000000 delta=4923/250000000 v=1438/15625
57 k=253 r=-2014691/10000000 delta=9859/500000000 v=692479/1000000
58 k=254 r=-635211/10000000 delta=9839/500000000 v=483947/500000
59 k=255 r=226037/5000000 delta=4933/250000000 v=196739/200000
60 k=256 r=628543/5000000 delta=4941/250000000 v=43811/50000
61 k=257 r=44729/250000 delta=4939/250000000 v=377329/500000
62 k=258 r=1028569/5000000 delta=19749/1000000000 v=680131/1000000
63 k=259 r=32337/156250 delta=19661/1000000000 v=338239/500000
64 k=260 r=1834309/10000000 delta=3967/200000000 v=371343/500000
65 k=261 r=1359223/10000000 delta=791/40000000 v=427903/500000
66 k=262 r=325789/5000000 delta=493/25000000 v=241557/250000
67 k=263 r=-17603/625000 delta=1979/100000000 v=993661/1000000
68 k=264 r=-89611/625000 delta=9853/500000000 v=840001/1000000
69 k=265 r=-1399209/5000000 delta=2463/125000000 v=109063/250000
70 k=266 r=-1092371/2500000 delta=1237/62500000 v=-7043/40000
71 k=267 r=-6141077/10000000 delta=9909/500000000 v=-774317/1000000
72 k=267 r=3800231/5000000 delta=3957/200000000 v=-994863/1000000
73 k=268 r=85069/156250 delta=19777/1000000000 v=-570381/1000000
74 k=269 r=620791/2000000 delta=1967/100000000 v=3233/10000
75 k=270 r=146047/2500000 delta=31/1562500 v=486411/500000
76 k=271 r=-2110367/10000000 delta=4939/250000000 v=664369/1000000
77 k=272 r=-310937/625000 delta=19749/1000000000 v=-40703/100000
78 k=272 r=7702599/10000000 delta=9877/500000000 v=-998167/1000000
79 k=273 r=4510703/10000000 delta=9831/500000000 v=-231369/1000000
80 k=274 r=1161411/10000000 delta=19769/1000000000 v=894017/1000000
81 k=275 r=-1170723/5000000 delta=309/15625000 v=148137/250000
82 k=276 r=-1498509/2500000 delta=19783/1000000000 v=-36789/50000
83 k=276 r=5915239/10000000 delta=493/25000000 v=-714073/1000000
84 k=277 r=1973843/10000000 delta=39413/1000000000 v=352087/500000
85 k=278 r=-2106773/10000000 delta=9853/500000000 v=665443/1000000
86 k=279 r=-790427/1250000 delta=3941/200000000 v=-818371/1000000
87 k=279 r=157349/312500 delta=9849/500000000 v=-428897/1000000
88 k=280 r=555903/10000000 delta=4953/250000000 v=975379/1000000
89 k=281 r=-2025151/5000000 delta=4921/250000000 v=-6163/125000
90 k=281 r=1385493/2000000 delta=2473/125000000 v=-233027/250000
91 k=282 r=103799/500000 delta=19713/500000000 v=337293/500000
92 k=283 r=-180887/625000 delta=1967/100000000 v=100367/250000
93 k=283 r=7727517/10000000 delta=1977/100000000 v=-998721/1000000
94 k=284 r=1263843/5000000 delta=9881/500000000 v=530951/1000000
95 k=285 r=-695841/2500000 delta=3951/200000000 v=220831/500000
96 k=285 r=7504689/10000000 delta=2481/125000000 v=-198051/200000
97 k=286 r=30909/156250 delta=4937/250000000 v=351471/500000
98 k=287 r=-456597/1250000 delta=19741/1000000000 v=54733/500000
99 k=287 r=6321957/10000000 delta=19741/1000000000 v=-163607/200000
100 k=288 r=244207/5000000 delta=19769/1000000000 v=980977/1000000
101 k=289 r=-2721641/5000000 delta=19827/1000000000 v=-570009/1000000
102 k=289 r=4236603/10000000 delta=19727/1000000000 v=-123529/1000000
103 k=290 r=-235749/1250000 delta=19719/1000000000 v=145737/200000
104 k=290 r=304273/400000 delta=4921/250000000 v=-995117/1000000
105 k=291 r=260179/2000000 delta=4953/250000000 v=867641/1000000
106 k=292 r=-1018849/2000000 delta=9849/500000000 v=-225061/500000
107 k=292 r=4131233/10000000 delta=3961/200000000 v=-40803/500000
108 k=293 r=-1218561/5000000 delta=9849/500000000 v=561293/1000000
109 k=293 r=1654547/2500000 delta=3961/200000000 v=-880293/1000000
110 k=294 r=-58547/5000000 delta=4953/250000000 v=998903/1000000
111 k=295 r=-6933531/10000000 delta=4921/250000000 v=-116623/125000
112 k=295 r=1878119/10000000 delta=19819/1000000000 v=365419/500000
113 k=296 r=-2548201/5000000 delta=19727/1000000000 v=-112723/250000
114 k=296 r=890003/2500000 delta=309/15625000 v=29253/200000
115 k=297 r=-3567091/10000000 delta=19769/1000000000 v=143463/1000000
116 k=297 r=2469697/5000000 delta=19769/1000000000 v=-393983/1000000
117 k=298 r=-466997/2000000 delta=19841/1000000000 v=148657/250000
118 k=298 r=6026777/10000000 delta=9881/500000000 v=-372293/500000
119 k=299 r=-278013/2000000 delta=3931/200000000 v=849359/1000000
120 k=299 r=683179/1000000 delta=4937/250000000 v=-14337/15625
121 k=300 r=-722603/10000000 delta=2481/125000000 v=479259/500000
122 k=300 r=920483/1250000 delta=3951/200000000 v=-245211/250000
123 k=301 r=-323657/10000000 delta=19763/1000000000 v=991631/1000000
124 k=301 r=3815921/5000000 delta=19763/1000000000 v=-199211/200000
125 k=302 r=-36897/2000000 delta=1967/100000000 v=498639/500000
126 k=302 r=7644271/10000000 delta=19833/1000000000 v=-249121/250000
127 k=303 r=-296931/10000000 delta=19677/1000000000 v=198591/200000
128 k=303 r=7409013/10000000 delta=19677/1000000000 v=-492101/500000
129 k=304 r=-652939/10000000 delta=19719/1000000000 v=966087/1000000
130 k=304 r=3466963/5000000 delta=19719/1000000000 v=-933041/1000000
131 k=305 r=-622619/5000000 delta=77/3906250 v=439247/500000
132 k=305 r=3113141/5000000 delta=19791/1000000000 v=-79543/100000
133 k=306 r=-1033279/5000000 delta=3961/200000000 v=169341/250000
134 k=306 r=2646503/5000000 delta=7861/200000000 v=-25981/50000
135 k=307 r=-3110119/10000000 delta=19697/1000000000 v=64193/200000
136 k=307 r=4140829/10000000 delta=19797/1000000000 v=-85431/1000000
137 k=308 r=-4369241/10000000 delta=1979/100000000 v=-175979/1000000
138 k=308 r=2776187/10000000 delta=1969/100000000 v=111059/250000
139 k=309 r=-5837831/10000000 delta=991/50000000 v=-346029/500000
140 k=309 r=60261/500000 delta=493/25000000 v=886029/1000000
141 k=310 r=-3754949/5000000 delta=4919/250000000 v=-990543/1000000
142 k=310 r=-283187/5000000 delta=4919/250000000 v=974447/1000000
143 k=310 r=3164209/5000000 delta=4919/250000000 v=-819519/1000000
144 k=311 r=-79153/312500 delta=19769/1000000000 v=529183/1000000
145 k=311 r=33332/78125 delta=9917/500000000 v=-27077/200000
146 k=312 r=-4688843/10000000 delta=9921/500000000 v=-150023/500000
147 k=312 r=2017603/10000000 delta=19761/1000000000 v=345819/500000
148 k=313 r=-1405861/2000000 delta=9877/500000000 v=-236521/250000
149 k=313 r=-413051/10000000 delta=19849/1000000000 v=493191/500000
150 k=313 r=6158793/10000000 delta=19749/1000000000 v=-778781/1000000
151 k=314 r=-3020851/10000000 delta=2457/125000000 v=88643/250000
152 k=314 r=3464337/10000000 delta=4939/250000000 v=184007/1000000
153 k=315 r=-5800981/10000000 delta=19663/1000000000 v=-681343/1000000
154 k=315 r=18741/312500 delta=19763/1000000000 v=194273/200000
155 k=315 r=6958943/10000000 delta=19663/1000000000 v=-468297/500000
156 k=316 r=-2430661/10000000 delta=1967/100000000 v=56343/100000
157 k=316 r=3847317/10000000 delta=19833/1000000000 v=3983/125000
158 k=317 r=-5622557/10000000 delta=9863/500000000 v=-627413/1000000
159 k=317 r=72029/1250000 delta=9863/500000000 v=486777/500000
160 k=317 r=3368057/5000000 delta=9863/500000000 v=-225421/250000
161 k=318 r=-2850383/10000000 delta=9859/500000000 v=83491/200000
162 k=318 r=3233257/10000000 delta=9859/500000000 v=136973/500000
163 k=319 r=-6428499/10000000 delta=1237/62500000 v=-841797/1000000
164 k=319 r=-419333/10000000 delta=19711/1000000000 v=492983/500000
165 k=319 r=1110657/2000000 delta=1237/62500000 v=-302799/500000
166 k=320 r=-4218119/10000000 delta=2463/125000000 v=-29047/250000
167 k=320 r=841437/5000000 delta=4951/250000000 v=390931/500000
168 k=320 r=3774249/5000000 delta=19799/1000000000 v=-31017/31250
169 k=321 r=-93141/400000 delta=19797/1000000000 v=596703/1000000
170 k=321 r=3467931/10000000 delta=9903/500000000 v=91297/500000
171 k=322 r=-1619393/2500000 delta=1969/100000000 v=-85223/100000
172 k=322 r=-748713/10000000 delta=1979/100000000 v=29859/31250
173 k=322 r=2473469/5000000 delta=1969/100000000 v=-79351/200000
174 k=323 r=-509819/1000000 delta=9841/500000000 v=-45153/100000
175 k=323 r=532223/10000000 delta=19721/1000000000 v=39097/40000
176 k=323 r=1532627/2500000 delta=19721/1000000000 v=-154327/200000
177 k=324 r=-4010807/10000000 delta=787/40000000 v=-419/12500
178 k=324 r=762201/5000000 delta=4957/250000000 v=163957/200000
