Mn=381 den=1 sgn=1 N=900 eps=10000 J=94 psi=488831/1000000 u900=556669/1000000 d900=4811/250000000 r900=1275611/2000000 k900=412
1 k=0 r=-611039/5000000 delta=201/1000000000 v=441441/500000
2 k=42 r=-366937/5000000 delta=19203/1000000000 v=957223/1000000
3 k=67 r=-903431/1250000 delta=19183/1000000000 v=-24219/25000
4 k=84 r=-30703/1250000 delta=9599/500000000 v=995177/1000000
5 k=98 r=-761283/1000000 delta=3841/200000000 v=-995351/1000000
6 k=109 r=-3369599/5000000 delta=19219/1000000000 v=-902217/1000000
7 k=118 r=-51293/400000 delta=19149/1000000000 v=87131/100000
8 k=126 r=242627/10000000 delta=19097/1000000000 v=497647/500000
9 k=133 r=309399/1250000 delta=4789/250000000 v=274313/500000
10 k=140 r=-284987/400000 delta=2387/125000000 v=-3831/4000
11 k=145 r=2559237/5000000 delta=479/25000000 v=-91751/200000
12 k=151 r=-6250947/10000000 delta=19117/1000000000 v=-80137/100000
13 k=155 r=447367/625000 delta=9557/500000000 v=-240371/250000
14 k=160 r=-397037/5000000 delta=77/4000000 v=474989/500000
15 k=164 r=208981/1000000 delta=19179/1000000000 v=167623/250000
16 k=168 r=365439/5000000 delta=4777/250000000 v=957569/1000000
17 k=172 r=-1089011/2500000 delta=19167/1000000000 v=-8539/50000
18 k=175 r=1481721/5000000 delta=3849/200000000 v=93987/250000
19 k=178 r=7338561/10000000 delta=19179/1000000000 v=-489411/500000
20 k=182 r=-829553/1250000 delta=4777/250000000 v=-88373/100000
21 k=185 r=-227739/312500 delta=1923/100000000 v=-974451/1000000
22 k=187 r=224269/400000 delta=19059/1000000000 v=-622469/1000000
23 k=190 r=32927/400000 delta=9583/500000000 v=946279/1000000
24 k=193 r=-720337/1250000 delta=19087/1000000000 v=-335027/500000
25 k=195 r=426083/2500000 delta=19201/1000000000 v=388241/500000
26 k=197 r=7646123/10000000 delta=1201/62500000 v=-498273/500000
27 k=200 r=-3530131/10000000 delta=19237/1000000000 v=79039/500000
28 k=202 r=-9557/312500 delta=19151/1000000000 v=992527/1000000
29 k=204 r=1702713/10000000 delta=9533/500000000 v=77689/100000
30 k=206 r=515593/2000000 delta=19123/1000000000 v=256901/500000
31 k=208 r=1197209/5000000 delta=2401/125000000 v=143837/250000
32 k=210 r=1219129/10000000 delta=19209/1000000000 v=220859/250000
33 k=212 r=-886849/10000000 delta=19079/1000000000 v=937737/1000000
34 k=214 r=-3867793/10000000 delta=3813/200000000 v=23677/1000000
35 k=216 r=-3836563/5000000 delta=19151/1000000000 v=-124673/125000
36 k=217 r=3451693/10000000 delta=2393/125000000 v=11811/62500
37 k=219 r=-933343/5000000 delta=19129/1000000000 v=11468/15625
38 k=220 r=7826811/10000000 delta=9611/500000000 v=-999941/1000000
39 k=222 r=1152549/10000000 delta=3839/200000000 v=895599/1000000
40 k=224 r=-6148173/10000000 delta=1921/100000000 v=-77611/100000
41 k=225 r=332713/2000000 delta=19117/1000000000 v=393327/500000
42 k=227 r=-3399699/5000000 delta=4793/250000000 v=-45617/50000
43 k=228 r=-591/62500 delta=3833/200000000 v=199857/200000
44 k=229 r=47617/78125 delta=9573/500000000 v=-762517/1000000
45 k=231 r=-3915609/10000000 delta=19143/1000000000 v=4553/1000000
46 k=232 r=131133/1000000 delta=299/15625000 v=432779/500000
47 k=233 r=3044059/5000000 delta=9587/500000000 v=-760739/1000000
48 k=235 r=-1054889/2000000 delta=19189/1000000000 v=-256631/500000
49 k=236 r=-1342621/10000000 delta=19207/1000000000 v=429611/500000
50 k=237 r=2192583/10000000 delta=191/10000000 v=127887/200000
51 k=238 r=1336649/2500000 delta=19193/1000000000 v=-268907/500000
52 k=240 r=-757359/1000000 delta=9539/500000000 v=-993717/1000000
53 k=241 r=-5138143/10000000 delta=19171/1000000000 v=-465731/1000000
54 k=242 r=-3041881/10000000 delta=4791/250000000 v=173347/500000
55 k=243 r=-636163/5000000 delta=9573/500000000 v=436633/500000
56 k=244 r=45583/2500000 delta=19153/1000000000 v=498671/500000
57 k=245 r=1333237/10000000 delta=19243/1000000000 v=861137/1000000
58 k=246 r=547741/2500000 delta=599/31250000 v=639933/1000000
59 k=247 r=345677/1250000 delta=4807/250000000 v=112023/250000
60 k=248 r=383277/1250000 delta=9541/500000000 v=337547/1000000
61 k=249 r=3102411/10000000 delta=19089/1000000000 v=80971/250000
62 k=250 r=1441287/5000000 delta=2387/125000000 v=10143/25000
63 k=251 r=150937/625000 delta=4801/250000000 v=568597/1000000
64 k=252 r=426821/2500000 delta=4773/250000000 v=775737/1000000
65 k=253 r=767071/10000000 delta=3837/200000000 v=59581/62500
66 k=254 r=-199299/5000000 delta=153/8000000 v=246829/250000
67 k=255 r=-891481/5000000 delta=19171/1000000000 v=378141/500000
68 k=256 r=-1689771/5000000 delta=19139/1000000000 v=108617/500000
69 k=257 r=-1295537/2500000 delta=19247/1000000000 v=-96247/200000
70 k=258 r=-57479/80000 delta=9527/500000000 v=-964397/1000000
71 k=258 r=1581489/2500000 delta=19249/1000000000 v=-409477/500000
72 k=259 r=492493/1250000 delta=19061/1000000000 v=-5181/1000000
73 k=260 r=1370099/10000000 delta=4767/250000000 v=213387/250000
74 k=261 r=-137853/1000000 delta=767/40000000 v=425893/500000
75 k=262 r=-4300991/10000000 delta=239/12500000 v=-149043/1000000
76 k=263 r=-7392901/10000000 delta=1909/100000000 v=-983041/1000000
77 k=263 r=2529137/5000000 delta=19113/1000000000 v=-437227/1000000
78 k=264 r=1640799/10000000 delta=9603/500000000 v=792243/1000000
79 k=265 r=-966633/5000000 delta=4801/250000000 v=143121/200000
80 k=266 r=-5659923/10000000 delta=2399/125000000 v=-638981/1000000
81 k=266 r=6172509/10000000 delta=19211/1000000000 v=-782211/1000000
82 k=267 r=268977/1250000 delta=9609/500000000 v=651887/1000000
83 k=268 r=-1005257/5000000 delta=9563/500000000 v=173421/250000
84 k=269 r=-1262239/2000000 delta=3827/100000000 v=-12743/15625
85 k=269 r=4961119/10000000 delta=1907/100000000 v=-80391/200000
86 k=270 r=98399/2500000 delta=957/50000000 v=61727/62500
87 k=271 r=-430261/1000000 delta=19147/1000000000 v=-149683/1000000
88 k=271 r=6583227/10000000 delta=19247/1000000000 v=-218393/250000
89 k=272 r=1638037/10000000 delta=9527/500000000 v=792917/1000000
90 k=273 r=-1713679/5000000 delta=9531/500000000 v=7941/40000
91 k=273 r=887203/1250000 delta=38141/1000000000 v=-477291/500000
92 k=274 r=1799581/10000000 delta=19069/1000000000 v=187979/250000
93 k=275 r=-3611/10000 delta=4769/250000000 v=6303/50000
94 k=275 r=6576273/10000000 delta=19127/1000000000 v=-174443/200000
95 k=276 r=11847/125000 delta=239/12500000 v=928997/1000000
96 k=277 r=-478629/1000000 delta=19113/1000000000 v=-10531/31250
97 k=277 r=5084277/10000000 delta=19113/1000000000 v=-223279/500000
98 k=278 r=-85437/1000000 delta=9553/500000000 v=94217/100000
99 k=279 r=-1723043/2500000 delta=3821/200000000 v=-463451/500000
100 k=279 r=2680739/10000000 delta=3841/200000000 v=478109/1000000
101 k=280 r=-3549469/10000000 delta=19191/1000000000 v=30087/200000
102 k=280 r=5834847/10000000 delta=19091/1000000000 v=-172799/250000
103 k=281 r=-580431/10000000 delta=4771/250000000 v=973169/1000000
104 k=282 r=-3542717/5000000 delta=9613/500000000 v=-476559/500000
105 k=282 r=1014757/5000000 delta=19177/1000000000 v=68819/100000
106 k=283 r=-4649987/10000000 delta=19133/1000000000 v=-4456/15625
107 k=283 r=4293797/10000000 delta=1917/100000000 v=-146197/1000000
108 k=284 r=-255363/1000000 delta=9531/500000000 v=32633/62500
109 k=284 r=3112591/5000000 delta=19241/1000000000 v=-795163/1000000
110 k=285 r=-31363/400000 delta=1203/62500000 v=47561/50000
111 k=285 r=3917977/5000000 delta=3831/200000000 v=-499987/500000
112 k=286 r=335291/5000000 delta=1203/62500000 v=964241/1000000
113 k=287 r=-410663/625000 delta=9581/500000000 v=-13611/15625
114 k=287 r=113843/625000 delta=19141/1000000000 v=74611/100000
115 k=288 r=-2783813/5000000 delta=9567/500000000 v=-610153/1000000
116 k=288 r=2679119/10000000 delta=9567/500000000 v=239339/500000
117 k=289 r=-194111/400000 delta=19227/1000000000 v=-90477/250000
118 k=289 r=3253667/10000000 delta=19127/1000000000 v=53217/200000
119 k=290 r=-4416339/10000000 delta=4771/250000000 v=-48623/250000
120 k=290 r=3554467/10000000 delta=1199/62500000 v=148459/1000000
121 k=291 r=-424889/1000000 delta=4803/250000000 v=-32101/250000
122 k=291 r=1795331/5000000 delta=19191/1000000000 v=67063/500000
123 k=292 r=-2170879/5000000 delta=9599/500000000 v=-165147/1000000
124 k=292 r=134833/400000 delta=9599/500000000 v=55159/250000
125 k=293 r=-1171617/2500000 delta=3821/200000000 v=-14957/50000
126 k=293 r=1451621/5000000 delta=9599/500000000 v=7963/20000
127 k=294 r=-5275113/10000000 delta=2389/125000000 v=-128373/250000
128 k=294 r=439107/2000000 delta=2389/125000000 v=638527/1000000
129 k=295 r=-6099883/10000000 delta=4771/250000000 v=-152757/200000
130 k=295 r=627661/5000000 delta=4771/250000000 v=10957/12500
131 k=296 r=-7153729/10000000 delta=4769/250000000 v=-240257/250000
132 k=296 r=89653/10000000 delta=19227/1000000000 v=999357/1000000
133 k=296 r=7278361/10000000 delta=19227/1000000000 v=-97361/100000
134 k=297 r=-1294759/10000000 delta=38269/1000000000 v=868859/1000000
135 k=297 r=5787031/10000000 delta=19169/1000000000 v=-10582/15625
136 k=298 r=-2891387/10000000 delta=9581/500000000 v=6289/15625
137 k=298 r=1021681/2500000 delta=19241/1000000000 v=-1277/20000
