Mn=196 den=1 sgn=1 N=250 J=38 psi=2793/1000000 u250=49859/50000 d250=2459/250000000 r250=3739201/10000000 k250=172
1 k=0 r=-3491/5000000 delta=201/1000000000 v=249999/250000
2 k=22 r=-5940071/10000000 delta=2461/250000000 v=-720991/1000000
3 k=34 r=4242269/10000000 delta=4923/500000000 v=-125777/1000000
4 k=43 r=958707/2500000 delta=9993/1000000000 v=36857/1000000
5 k=50 r=64389/200000 delta=249/25000000 v=279253/1000000
6 k=56 r=-338159/2000000 delta=2451/250000000 v=779883/1000000
7 k=61 r=-73387/156250 delta=9939/1000000000 v=-75767/250000
8 k=65 r=-419647/2000000 delta=623/62500000 v=166997/250000
9 k=69 r=-3608209/5000000 delta=9997/1000000000 v=-967657/1000000
10 k=72 r=-2713663/10000000 delta=4959/500000000 v=466501/1000000
11 k=75 r=-627111/2000000 delta=123/12500000 v=311313/1000000
12 k=78 r=-7623859/10000000 delta=9841/1000000000 v=-497883/500000
13 k=80 r=90569/5000000 delta=1247/125000000 v=15584/15625
14 k=82 r=5078131/10000000 delta=9813/1000000000 v=-444357/1000000
15 k=84 r=298749/400000 delta=4999/500000000 v=-19763/20000
16 k=86 r=959583/1250000 delta=9819/1000000000 v=-498743/500000
17 k=88 r=5966791/10000000 delta=997/100000000 v=-182089/250000
18 k=90 r=2558481/10000000 delta=1231/125000000 v=65059/125000
19 k=92 r=-1182259/5000000 delta=9941/1000000000 v=9142/15625
20 k=93 r=1765309/2500000 delta=4917/500000000 v=-14846/15625
21 k=95 r=-111873/2500000 delta=39/3906250 v=984023/1000000
22 k=96 r=414959/625000 delta=1239/125000000 v=-221069/250000
23 k=98 r=-936/3125 delta=1981/200000000 v=364147/1000000
24 k=99 r=3361/15625 delta=9991/1000000000 v=326061/500000
25 k=100 r=6445857/10000000 delta=2471/250000000 v=-211381/250000
26 k=102 r=-2875963/5000000 delta=4967/500000000 v=-13337/20000
27 k=103 r=-2967143/10000000 delta=4981/500000000 v=23411/62500
28 k=104 r=-854933/10000000 delta=1971/200000000 v=188419/200000
29 k=105 r=631841/10000000 delta=1971/200000000 v=121029/125000
30 k=106 r=1535613/10000000 delta=9963/1000000000 v=817209/1000000
31 k=107 r=18947/100000 delta=9933/1000000000 v=145259/200000
32 k=108 r=4359/25000 delta=4913/500000000 v=766489/1000000
33 k=109 r=1113721/10000000 delta=2471/250000000 v=564/625
34 k=110 r=527/156250 delta=9991/1000000000 v=999909/1000000
35 k=111 r=-1470361/10000000 delta=1981/200000000 v=207993/250000
36 k=112 r=-3374583/10000000 delta=4903/500000000 v=219169/1000000
37 k=113 r=-1414259/2500000 delta=9913/1000000000 v=-159523/250000
38 k=113 r=3705191/5000000 delta=9913/1000000000 v=-984299/1000000
39 k=114 r=4430413/10000000 delta=9983/1000000000 v=-200011/1000000
40 k=115 r=282043/2500000 delta=2469/250000000 v=449947/500000
41 k=116 r=-2480417/10000000 delta=4917/500000000 v=546877/1000000
42 k=117 r=-1595139/2500000 delta=4971/500000000 v=-831291/1000000
43 k=117 r=5149389/10000000 delta=4971/500000000 v=-469707/1000000
44 k=118 r=17657/250000 delta=4977/500000000 v=480179/500000
45 k=119 r=-3990011/10000000 delta=9847/1000000000 v=-5041/200000
46 k=119 r=135593/200000 delta=9847/1000000000 v=-909077/1000000
47 k=120 r=804887/5000000 delta=9863/1000000000 v=159951/200000
48 k=121 r=-3782023/10000000 delta=997/100000000 v=11591/200000
49 k=121 r=1264277/2000000 delta=997/100000000 v=-817903/1000000
50 k=122 r=512793/10000000 delta=4963/500000000 v=979037/1000000
51 k=123 r=-686487/1250000 delta=4909/500000000 v=-585877/1000000
52 k=123 r=4022973/10000000 delta=4909/500000000 v=-38383/1000000
53 k=124 r=-587843/2500000 delta=2473/250000000 v=117869/200000
54 k=124 r=6807757/10000000 delta=2473/250000000 v=-114213/125000
55 k=125 r=90853/10000000 delta=9999/1000000000 v=49967/50000
56 k=126 r=-3394023/5000000 delta=9897/1000000000 v=-910471/1000000
57 k=126 r=942379/5000000 delta=9897/1000000000 v=729023/1000000
58 k=127 r=-5301223/10000000 delta=9813/1000000000 v=-20897/40000
59 k=127 r=3075033/10000000 delta=9813/1000000000 v=13369/40000
60 k=128 r=-4397451/10000000 delta=31/3125000 v=-7483/40000
61 k=128 r=1850953/5000000 delta=31/3125000 v=11239/125000
62 k=129 r=-4038413/10000000 delta=399/40000000 v=-22277/500000
63 k=129 r=3801783/10000000 delta=399/40000000 v=25031/500000
64 k=130 r=-4189513/10000000 delta=2467/250000000 v=-6551/62500
65 k=130 r=681509/2000000 delta=2467/250000000 v=206287/1000000
66 k=131 r=-4819343/10000000 delta=4921/500000000 v=-34941/100000
67 k=131 r=637307/2500000 delta=4921/500000000 v=523629/1000000
68 k=132 r=-737417/1250000 delta=9949/1000000000 v=-141921/200000
69 k=132 r=313519/2500000 delta=9949/1000000000 v=548/625
70 k=133 r=-296137/400000 delta=9947/1000000000 v=-245951/250000
71 k=133 r=-452971/10000000 delta=9947/1000000000 v=98363/100000
72 k=133 r=1600079/2500000 delta=9947/1000000000 v=-417829/500000
73 k=134 r=-254893/1000000 delta=9839/1000000000 v=523731/1000000
74 k=134 r=2058907/5000000 delta=9839/1000000000 v=-15251/200000
75 k=135 r=-501283/1000000 delta=9871/1000000000 v=-52601/125000
76 k=135 r=738659/5000000 delta=9871/1000000000 v=103803/125000
77 k=136 r=-1956329/2500000 delta=4989/500000000 v=-499967/500000
78 k=136 r=-30053/200000 delta=4989/500000000 v=824737/1000000
79 k=136 r=236973/500000 delta=4989/500000000 v=-319297/1000000
80 k=137 r=-1201223/2500000 delta=4959/500000000 v=-85997/250000
81 k=137 r=1282133/10000000 delta=4959/500000000 v=217837/250000
82 k=137 r=3647241/5000000 delta=4959/500000000 v=-975061/1000000
83 k=138 r=-494799/2000000 delta=9811/1000000000 v=274513/500000
84 k=138 r=3394319/10000000 delta=1237/62500000 v=10573/50000
85 k=139 r=-1628691/2500000 delta=9899/1000000000 v=-429959/500000
86 k=139 r=-195931/2500000 delta=9899/1000000000 v=951263/1000000
87 k=139 r=4881117/10000000 delta=9899/1000000000 v=-372453/1000000
88 k=140 r=-163337/312500 delta=2499/250000000 v=-62101/125000
89 k=140 r=309971/10000000 delta=2499/250000000 v=992323/1000000
90 k=140 r=723111/1250000 delta=2499/250000000 v=-676617/1000000
91 k=141 r=-563581/1250000 delta=9857/500000000 v=-230569/1000000
92 k=141 r=423293/5000000 delta=9889/1000000000 v=943209/1000000
93 k=141 r=6143927/10000000 delta=9889/1000000000 v=-387519/500000
94 k=142 r=-4323339/10000000 delta=9821/1000000000 v=-39469/250000
95 k=142 r=86189/1000000 delta=9821/1000000000 v=470579/500000
96 k=142 r=5992827/10000000 delta=9821/1000000000 v=-735453/1000000
