Mn=379 den=1 sgn=-1 N=900 eps=10000 J=94 psi=-471869/1000000 u900=619487/1000000 d900=9529/500000000 r900=3091879/5000000 k900=410
1 k=0 r=147459/1250000 delta=201/1000000000 v=5567/6250
2 k=42 r=-89893/500000 delta=19003/1000000000 v=75237/100000
3 k=66 r=1347301/2500000 delta=763/40000000 v=-69013/125000
4 k=84 r=-955069/2000000 delta=3821/200000000 v=-166433/500000
5 k=97 r=2449693/10000000 delta=3801/200000000 v=4457/8000
6 k=108 r=1205859/5000000 delta=9563/500000000 v=284837/500000
7 k=117 r=7097837/10000000 delta=19061/1000000000 v=-954607/1000000
8 k=126 r=-7752831/10000000 delta=19097/1000000000 v=-499591/500000
9 k=133 r=-6109181/10000000 delta=4739/250000000 v=-38309/50000
10 k=139 r=-527887/10000000 delta=4751/250000000 v=97779/100000
11 k=145 r=-1117313/2500000 delta=237/12500000 v=-26901/125000
12 k=150 r=-565767/10000000 delta=761/40000000 v=487251/500000
13 k=155 r=-26121/80000 delta=18989/1000000000 v=8177/31250
14 k=159 r=128761/312500 delta=237/12500000 v=-77267/1000000
15 k=163 r=832409/1250000 delta=149/7812500 v=-88797/100000
16 k=167 r=4977647/10000000 delta=19103/1000000000 v=-51/125
17 k=171 r=-412397/10000000 delta=19029/1000000000 v=39457/40000
18 k=174 r=6621297/10000000 delta=2369/125000000 v=-440441/500000
19 k=178 r=-1245471/2500000 delta=18979/1000000000 v=-409547/1000000
20 k=181 r=-876343/2500000 delta=19001/1000000000 v=167849/1000000
21 k=184 r=-4400547/10000000 delta=19123/1000000000 v=-47073/250000
22 k=187 r=-7446737/10000000 delta=4761/250000000 v=-986761/1000000
23 k=189 r=3255417/10000000 delta=9529/500000000 v=26541/100000
24 k=192 r=-885813/2500000 delta=949/50000000 v=152893/1000000
25 k=194 r=1859833/5000000 delta=19109/1000000000 v=16567/200000
26 k=197 r=-624261/1000000 delta=2377/125000000 v=-799371/1000000
27 k=199 r=-949801/5000000 delta=1913/100000000 v=362473/500000
28 k=201 r=1142867/10000000 delta=3809/200000000 v=224329/250000
29 k=203 r=2975947/10000000 delta=18959/1000000000 v=92827/250000
30 k=205 r=920423/2500000 delta=19073/1000000000 v=48981/500000
31 k=207 r=666839/2000000 delta=3823/200000000 v=234903/1000000
32 k=209 r=1000081/5000000 delta=19001/1000000000 v=34833/50000
33 k=211 r=-259673/10000000 delta=4779/250000000 v=99461/100000
34 k=213 r=-1694941/5000000 delta=19131/1000000000 v=42639/200000
35 k=215 r=-7340153/10000000 delta=9529/500000000 v=-978953/1000000
36 k=216 r=910953/2500000 delta=4763/250000000 v=113029/1000000
37 k=218 r=-905781/5000000 delta=19067/1000000000 v=187187/250000
38 k=219 r=3874297/5000000 delta=9487/500000000 v=-124889/125000
39 k=221 r=472227/5000000 delta=1193/62500000 v=185897/200000
40 k=223 r=-6482857/10000000 delta=19103/1000000000 v=-426667/500000
41 k=224 r=602709/5000000 delta=1901/100000000 v=110749/125000
42 k=226 r=-7378033/10000000 delta=19079/1000000000 v=-981933/1000000
43 k=227 r=-790847/10000000 delta=19031/1000000000 v=950381/1000000
44 k=228 r=5283741/10000000 delta=9519/500000000 v=-10329/20000
45 k=230 r=-604901/1250000 delta=381/20000000 v=-89211/250000
46 k=231 r=277837/10000000 delta=953/50000000 v=993831/1000000
47 k=232 r=4947093/10000000 delta=19067/1000000000 v=-99203/250000
48 k=234 r=-6520737/10000000 delta=9541/500000000 v=-172227/200000
49 k=235 r=-2692009/10000000 delta=9557/500000000 v=94829/200000
50 k=236 r=742181/10000000 delta=19007/1000000000 v=29883/31250
51 k=237 r=3797181/10000000 delta=191/10000000 v=51901/1000000
52 k=238 r=1621967/2500000 delta=1901/100000000 v=-854377/1000000
53 k=240 r=-6879889/10000000 delta=761/40000000 v=-925047/1000000
54 k=241 r=-152409/312500 delta=19071/1000000000 v=-370957/1000000
55 k=242 r=-3199279/10000000 delta=2383/125000000 v=286991/1000000
56 k=243 r=-1834713/10000000 delta=9523/500000000 v=371289/500000
57 k=244 r=-386153/5000000 delta=383/20000000 v=476331/500000
58 k=245 r=-769/5000000 delta=953/50000000 v=1
59 k=246 r=243721/5000000 delta=3827/200000000 v=245263/250000
60 k=247 r=352103/5000000 delta=2391/125000000 v=960589/1000000
61 k=248 r=131551/2000000 delta=9491/500000000 v=241397/250000
62 k=249 r=71323/2000000 delta=9557/500000000 v=989843/1000000
63 k=250 r=-190969/10000000 delta=19007/1000000000 v=249271/250000
64 k=251 r=-488709/5000000 delta=18999/1000000000 v=924541/1000000
65 k=252 r=-124697/625000 delta=4773/250000000 v=43631/62500
66 k=253 r=-3237159/10000000 delta=3817/200000000 v=68111/250000
67 k=254 r=-587089/1250000 delta=9539/500000000 v=-303047/1000000
68 k=255 r=-795921/1250000 delta=19071/1000000000 v=-828347/1000000
69 k=255 r=1492999/2000000 delta=19071/1000000000 v=-12349/12500
70 k=256 r=215613/400000 delta=2383/125000000 v=-276239/500000
71 k=257 r=3122271/10000000 delta=19147/1000000000 v=158179/500000
72 k=258 r=333163/5000000 delta=19149/1000000000 v=964691/1000000
73 k=259 r=-394497/2000000 delta=18961/1000000000 v=8807/12500
74 k=260 r=-2394571/5000000 delta=4767/250000000 v=-67613/200000
75 k=261 r=-3889359/5000000 delta=763/40000000 v=-999547/1000000
76 k=261 r=4771109/10000000 delta=763/40000000 v=-82817/250000
77 k=262 r=2264/15625 delta=951/50000000 v=836691/1000000
78 k=263 r=-254129/1250000 delta=19113/1000000000 v=10737/15625
79 k=264 r=-708849/1250000 delta=19097/1000000000 v=-642319/1000000
80 k=264 r=6247621/10000000 delta=19097/1000000000 v=-400287/500000
81 k=265 r=288747/1250000 delta=18999/1000000000 v=602641/1000000
82 k=266 r=-1772067/10000000 delta=19111/1000000000 v=379563/500000
83 k=267 r=-1498751/2500000 delta=9509/500000000 v=-368021/500000
84 k=267 r=2676199/5000000 delta=18959/500000000 v=-539769/1000000
85 k=268 r=107197/1250000 delta=18977/1000000000 v=47087/50000
