Mn=301 den=1 sgn=-1 N=500 J=69 psi=1041953/1000000 u500=-302621/1000000 d500=7581/500000000 r500=-7085379/10000000 k500=298
1 k=0 r=-1302441/5000000 delta=201/1000000000 v=100907/200000
2 k=33 r=15639/250000 delta=3013/200000000 v=968857/1000000
3 k=52 r=3643373/5000000 delta=607/40000000 v=-97437/100000
4 k=66 r=96401/250000 delta=1891/125000000 v=28377/1000000
5 k=77 r=-1015997/10000000 delta=15149/1000000000 v=18371/20000
6 k=86 r=-5190737/10000000 delta=15219/1000000000 v=-121061/250000
7 k=93 r=851921/10000000 delta=7617/500000000 v=471249/500000
8 k=99 r=177163/250000 delta=15191/1000000000 v=-953249/1000000
9 k=105 r=91903/625000 delta=3787/250000000 v=51997/62500
10 k=110 r=276801/1250000 delta=1889/125000000 v=632699/1000000
11 k=115 r=-4604483/10000000 delta=1897/125000000 v=-66923/250000
12 k=119 r=-1960257/10000000 delta=3789/250000000 v=354011/500000
13 k=123 r=-4559979/10000000 delta=7609/500000000 v=-250499/1000000
14 k=126 r=2041201/5000000 delta=7603/500000000 v=-15531/250000
15 k=130 r=-3416147/5000000 delta=3027/200000000 v=-57353/62500
16 k=133 r=-5390963/10000000 delta=15147/1000000000 v=-55269/100000
17 k=136 r=-6894841/10000000 delta=7539/500000000 v=-463651/500000
18 k=138 r=36726/78125 delta=15211/1000000000 v=-152327/500000
19 k=141 r=-1737393/10000000 delta=7607/500000000 v=768081/1000000
20 k=143 r=680611/1250000 delta=607/40000000 v=-71317/125000
21 k=146 r=-620547/1250000 delta=15053/1000000000 v=-100787/250000
22 k=148 r=-1374003/10000000 delta=15239/1000000000 v=852733/1000000
23 k=150 r=13201/200000 delta=609/40000000 v=965349/1000000
24 k=152 r=1270223/10000000 delta=15093/1000000000 v=218419/250000
25 k=154 r=572851/10000000 delta=3799/250000000 v=486931/500000
26 k=156 r=-664749/5000000 delta=7611/500000000 v=107737/125000
27 k=158 r=-4345849/10000000 delta=473/31250000 v=-166761/1000000
28 k=159 r=3656441/5000000 delta=15143/1000000000 v=-244167/250000
29 k=161 r=1151579/5000000 delta=7623/500000000 v=120963/200000
30 k=163 r=-3601889/10000000 delta=3793/250000000 v=5187/40000
31 k=164 r=5364547/10000000 delta=3781/250000000 v=-271927/500000
32 k=166 r=-2160483/10000000 delta=1521/100000000 v=324627/500000
33 k=167 r=5287183/10000000 delta=15103/1000000000 v=-129407/250000
34 k=169 r=-3664361/10000000 delta=943/62500000 v=104859/1000000
35 k=170 r=244077/1000000 delta=7611/500000000 v=112017/200000
36 k=172 r=-1555311/2000000 delta=15167/1000000000 v=-6247/6250
37 k=173 r=-286677/1000000 delta=3811/250000000 v=41149/100000
38 k=174 r=1493087/10000000 delta=15151/1000000000 v=413447/500000
39 k=175 r=5331687/10000000 delta=3029/200000000 v=-532777/1000000
40 k=177 r=-1406519/2000000 delta=15131/1000000000 v=-94651/100000
41 k=178 r=-4159377/10000000 delta=1903/125000000 v=-92821/1000000
42 k=179 r=-216737/1250000 delta=3779/250000000 v=48061/62500
43 k=180 r=132421/5000000 delta=15109/1000000000 v=497197/500000
44 k=181 r=928239/5000000 delta=15201/1000000000 v=736719/1000000
45 k=182 r=95603/312500 delta=3039/200000000 v=340151/1000000
46 k=183 r=778091/2000000 delta=3797/250000000 v=7307/500000
47 k=184 r=4365983/10000000 delta=15123/1000000000 v=-21837/125000
48 k=185 r=4500703/10000000 delta=15073/1000000000 v=-56869/250000
49 k=186 r=269293/625000 delta=15137/1000000000 v=-76043/500000
50 k=187 r=950833/2500000 delta=3811/250000000 v=49443/1000000
51 k=188 r=119873/400000 delta=15151/1000000000 v=363541/1000000
52 k=189 r=950491/5000000 delta=7579/500000000 v=144913/200000
53 k=190 r=526789/10000000 delta=7533/500000000 v=977881/1000000
54 k=191 r=-1115369/10000000 delta=15073/1000000000 v=225529/250000
55 k=192 r=-603127/2000000 delta=15223/1000000000 v=178261/500000
56 k=193 r=-5164677/10000000 delta=951/62500000 v=-475097/1000000
57 k=194 r=-7553691/10000000 delta=15109/1000000000 v=-198559/200000
58 k=194 r=5533639/10000000 delta=7597/500000000 v=-299663/500000
59 k=195 r=2689211/10000000 delta=15201/1000000000 v=47513/100000
60 k=196 r=-371409/10000000 delta=15109/1000000000 v=197797/200000
61 k=197 r=-1820537/5000000 delta=3779/250000000 v=57059/500000
62 k=198 r=-7113011/10000000 delta=15123/1000000000 v=-478199/500000
63 k=198 r=492729/1000000 delta=15123/1000000000 v=-389529/1000000
64 k=199 r=534961/5000000 delta=15173/1000000000 v=909811/1000000
65 k=200 r=-297113/1000000 delta=15237/1000000000 v=373097/1000000
66 k=201 r=-71903/100000 delta=7529/500000000 v=-964969/1000000
67 k=201 r=103143/250000 delta=3029/200000000 v=-4963/62500
68 k=202 r=-433881/10000000 delta=15151/1000000000 v=492489/500000
69 k=203 r=-5156247/10000000 delta=15059/1000000000 v=-472127/1000000
