Mn=279 den=1 sgn=1 N=983 J=62 psi=-133373/500000 u983=18373/200000 d983=2801/200000000 r983=229987/10000000 k983=306
1 k=0 r=133373/2000000 delta=1/1000000000 v=482317/500000
2 k=31 r=-2809859/10000000 delta=1753/125000000 v=432129/1000000
3 k=49 r=-2741291/10000000 delta=281/20000000 v=228349/500000
4 k=62 r=-1571637/2500000 delta=14147/1000000000 v=-809807/1000000
5 k=72 r=-12068/15625 delta=7009/500000000 v=-998639/1000000
6 k=80 r=-310899/500000 delta=1747/125000000 v=-793413/1000000
7 k=86 r=3527177/5000000 delta=14119/1000000000 v=-474641/500000
8 k=92 r=237789/400000 delta=14141/1000000000 v=-18057/25000
9 k=98 r=-1537353/2500000 delta=7049/500000000 v=-388211/500000
10 k=102 r=1126921/2500000 delta=13969/1000000000 v=-115097/500000
11 k=107 r=-1888317/2500000 delta=14033/1000000000 v=-496387/500000
12 k=110 r=3006647/5000000 delta=13991/1000000000 v=-29639/40000
13 k=114 r=-123597/1250000 delta=13983/1000000000 v=2307/2500
14 k=117 r=55901/156250 delta=14061/1000000000 v=34819/250000
15 k=120 r=2288161/5000000 delta=351/25000000 v=-128411/500000
16 k=123 r=617009/2500000 delta=7009/500000000 v=551017/1000000
17 k=126 r=-474039/2000000 delta=7003/500000000 v=116649/200000
18 k=128 r=3040931/5000000 delta=14083/1000000000 v=-94889/125000
19 k=131 r=-666031/2000000 delta=7071/500000000 v=236473/1000000
20 k=133 r=206199/2000000 delta=1757/125000000 v=458081/500000
21 k=135 r=3646233/10000000 delta=14071/1000000000 v=112067/1000000
22 k=137 r=2339003/5000000 delta=7009/500000000 v=-73977/250000
23 k=139 r=426721/1000000 delta=3501/250000000 v=-33917/250000
24 k=141 r=507321/2000000 delta=7057/500000000 v=131981/250000
25 k=143 r=-405977/10000000 delta=559/40000000 v=246711/250000
26 k=145 r=-893093/2000000 delta=14043/1000000000 v=-6679/31250
27 k=146 r=6150431/10000000 delta=281/20000000 v=-776679/1000000
28 k=148 r=4039/400000 delta=3491/250000000 v=62449/62500
29 k=150 r=-683877/1000000 delta=561/40000000 v=-459337/500000
30 k=151 r=1099563/10000000 delta=14017/1000000000 v=452413/500000
31 k=153 r=-232669/312500 delta=7/500000 v=-39467/40000
32 k=154 r=-1008653/10000000 delta=14007/1000000000 v=229927/250000
33 k=155 r=189863/400000 delta=7057/500000000 v=-321993/1000000
34 k=157 r=-1461721/2500000 delta=14129/1000000000 v=-694667/1000000
35 k=158 r=-668033/5000000 delta=1767/125000000 v=860561/1000000
36 k=159 r=2605173/10000000 delta=349/25000000 v=100887/200000
37 k=160 r=1502003/2500000 delta=14053/1000000000 v=-147911/200000
38 k=162 r=-1361369/2000000 delta=7019/500000000 v=-182711/200000
39 k=163 r=-4396897/10000000 delta=14031/1000000000 v=-93429/500000
40 k=164 r=-489139/2000000 delta=3531/250000000 v=139613/250000
41 k=165 r=-930569/10000000 delta=7043/500000000 v=931519/1000000
42 k=166 r=169543/10000000 delta=1411/100000000 v=997701/1000000
43 k=167 r=109263/1250000 delta=7/500000 v=117437/125000
44 k=168 r=1201317/10000000 delta=1751/125000000 v=27711/31250
45 k=169 r=292033/2500000 delta=2823/200000000 v=892809/1000000
46 k=170 r=790451/10000000 delta=13981/1000000000 v=95043/100000
47 k=171 r=20783/2500000 delta=6987/500000000 v=999447/1000000
48 k=172 r=-188017/2000000 delta=14067/1000000000 v=58133/62500
49 k=173 r=-566539/2500000 delta=13959/1000000000 v=123307/200000
50 k=174 r=-1941333/5000000 delta=14051/1000000000 v=17729/1000000
51 k=175 r=-1444579/2500000 delta=6979/500000000 v=-674679/1000000
52 k=175 r=7765809/10000000 delta=7029/500000000 v=-499689/500000
53 k=176 r=1068793/2000000 delta=2793/200000000 v=-268463/500000
54 k=177 r=2673741/10000000 delta=14131/1000000000 v=240283/500000
55 k=178 r=-9429/400000 delta=3531/250000000 v=497779/500000
56 k=179 r=-421973/1250000 delta=13987/1000000000 v=218701/1000000
57 k=180 r=-1684569/2500000 delta=7047/500000000 v=-451029/500000
58 k=180 r=674063/1250000 delta=14009/1000000000 v=-138301/250000
59 k=181 r=321577/2000000 delta=14001/1000000000 v=50013/62500
60 k=182 r=-1188563/5000000 delta=1751/125000000 v=580991/1000000
61 k=183 r=-6555903/10000000 delta=1761/125000000 v=-868201/1000000
62 k=183 r=1196449/2500000 delta=3497/250000000 v=-67361/200000
63 k=184 r=7441/312500 delta=14023/1000000000 v=248867/250000
64 k=185 r=-1121353/2500000 delta=1403/100000000 v=-55379/250000
65 k=185 r=6328767/10000000 delta=14073/1000000000 v=-819599/1000000
66 k=186 r=253977/2000000 delta=7033/500000000 v=873741/1000000
67 k=187 r=-3949143/10000000 delta=14059/1000000000 v=-8861/1000000
68 k=187 r=638439/1000000 delta=221/15625000 v=-416071/500000
69 k=188 r=859089/10000000 delta=3513/250000000 v=29423/31250
70 k=189 r=-1203189/2500000 delta=2809/200000000 v=-17347/50000
71 k=189 r=5081003/10000000 delta=7029/500000000 v=-222693/500000
72 k=190 r=-217879/2500000 delta=7033/500000000 v=18797/20000
73 k=191 r=-6958653/10000000 delta=1403/100000000 v=-936553/1000000
74 k=191 r=2531253/10000000 delta=1403/100000000 v=529741/1000000
75 k=192 r=-1907049/5000000 delta=14023/1000000000 v=22571/500000
76 k=192 r=5424429/10000000 delta=14023/1000000000 v=-140949/250000
77 k=193 r=-72859/625000 delta=14087/1000000000 v=893239/1000000
78 k=193 r=7834377/10000000 delta=219/15625000 v=-999969/1000000
79 k=194 r=505933/5000000 delta=14109/1000000000 v=459601/500000
80 k=195 r=-370149/625000 delta=14001/1000000000 v=-716071/1000000
81 k=195 r=274231/1000000 delta=7001/500000000 v=91267/200000
82 k=196 r=-4407259/10000000 delta=7047/500000000 v=-11933/62500
83 k=196 r=2023709/5000000 delta=14009/1000000000 v=-6019/125000
84 k=197 r=-3307181/10000000 delta=27987/1000000000 v=15337/62500
85 k=197 r=1236837/2500000 delta=13987/1000000000 v=-79381/200000
86 k=198 r=-520531/2000000 delta=14023/1000000000 v=63163/125000
87 k=198 r=5461073/10000000 delta=14123/1000000000 v=-575841/1000000
88 k=199 r=-568843/2500000 delta=1413/100000000 v=153407/250000
89 k=199 r=5606029/10000000 delta=1403/100000000 v=-622251/1000000
90 k=200 r=-1154279/5000000 delta=7033/500000000 v=603093/1000000
91 k=200 r=5398713/10000000 delta=28037/1000000000 v=-555271/1000000
92 k=201 r=-1343119/5000000 delta=2809/200000000 v=29761/62500
93 k=201 r=970873/2000000 delta=2829/200000000 v=-362501/1000000
94 k=202 r=-3393627/10000000 delta=109/7812500 v=211731/1000000
95 k=202 r=996847/2500000 delta=3513/250000000 v=-24157/1000000
96 k=203 r=-1104211/2500000 delta=3511/250000000 v=-19469/100000
97 k=203 r=2811209/10000000 delta=3511/250000000 v=215821/500000
98 k=204 r=-1148569/2000000 delta=7033/500000000 v=-664139/1000000
99 k=204 r=669227/5000000 delta=7033/500000000 v=430037/500000
100 k=205 r=-294377/400000 delta=14073/1000000000 v=-980497/1000000
101 k=205 r=-419021/10000000 delta=14073/1000000000 v=985987/1000000
102 k=205 r=3226479/5000000 delta=13973/1000000000 v=-423519/500000
103 k=206 r=-1225063/5000000 delta=14123/1000000000 v=556981/1000000
104 k=206 r=85781/200000 delta=11/781250 v=-72159/500000
105 k=207 r=-4744187/10000000 delta=1761/125000000 v=-5017/15625
106 k=207 r=933603/5000000 delta=3497/250000000 v=73381/100000
107 k=208 r=-1822843/2500000 delta=1751/125000000 v=-15231/15625
108 k=208 r=-200737/2500000 delta=1751/125000000 v=14826/15625
109 k=208 r=5625631/10000000 delta=2819/200000000 v=-62837/100000
110 k=209 r=-1856207/5000000 delta=14001/1000000000 v=3429/40000
111 k=209 r=2599891/10000000 delta=14101/1000000000 v=253129/500000
112 k=210 r=-6852473/10000000 delta=14109/1000000000 v=-460413/500000
113 k=210 r=-163099/2500000 delta=6997/500000000 v=966143/1000000
114 k=210 r=2746499/5000000 delta=14109/1000000000 v=-293117/500000
115 k=211 r=-412321/1000000 delta=13987/1000000000 v=-78407/1000000
116 k=211 r=383149/2000000 delta=13987/1000000000 v=720483/1000000
117 k=212 r=-3902509/5000000 delta=14079/1000000000 v=-15622/15625
118 k=212 r=-467201/2500000 delta=3531/250000000 v=11459/15625
119 k=212 r=4017259/10000000 delta=3531/250000000 v=-36099/1000000
120 k=213 r=-1170763/2000000 delta=14131/1000000000 v=-696659/1000000
121 k=213 r=-32701/5000000 delta=14131/1000000000 v=499829/500000
122 k=213 r=5675371/10000000 delta=1759/125000000 v=-321861/500000
123 k=214 r=-433869/1000000 delta=7019/500000000 v=-5123/31250
124 k=214 r=1309107/10000000 delta=7019/500000000 v=866003/1000000
125 k=214 r=3455783/5000000 delta=2813/200000000 v=-464893/500000
126 k=215 r=-3238577/10000000 delta=2829/200000000 v=271899/1000000
127 k=215 r=227523/1000000 delta=2809/200000000 v=613673/1000000
